employee_id,first_name,last_name,annual_salary,start_date,education_level,exit_date,year_of_experience,job_title,company_mail,employment_type,termination_reason,department,state,employee_rating
1802,Gael,Jacobs,59129,31-Mar-20,High School,,11,Production Technician I,gael.jacobs@bilearner.com,Part-Time,,Production       ,MA,3
1803,Stephany,Neal,69855,11-Nov-19,Bachelor's Degree,2-Aug-23,10,Production Technician I,stephany.neal@bilearner.com,Full-Time,Resignation,Production       ,MA,3
1804,Trevon,Deleon,92627,5-Dec-21,High School,2-Mar-22,13,Production Technician I,trevon.deleon@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1805,Phoenix,Pitts,91095,17-Dec-18,Master's Degree,3-Sep-22,20,Production Technician I,phoenix.pitts@bilearner.com,Contract,Voluntary,Production       ,MA,3
1806,Nola,Gillespie,71887,6-Mar-22,PhD,,4,Production Technician I,nola.gillespie@bilearner.com,Part-Time,,Production       ,MA,3
1807,Jeramiah,Schwartz,96920,4-Sep-19,Bachelor's Degree,,14,Production Technician I,jeramiah.schwartz@bilearner.com,Contract,,Production       ,MA,3
1808,Aaden,Mercer,57616,26-Jul-23,PhD,,7,Production Technician I,aaden.mercer@bilearner.com,Part-Time,,Production       ,MA,3
1809,Nathalia,Good,61419,19-Dec-22,Master's Degree,19-May-23,5,Production Technician I,nathalia.good@bilearner.com,Contract,Involuntary,Production       ,MA,3
1810,Zaria,Benton,64525,17-Aug-21,PhD,,9,Production Technician I,zaria.benton@bilearner.com,Full-Time,,Production       ,MA,3
1811,Miley,Ortega,65252,11-Jun-22,High School,,10,Production Technician I,miley.ortega@bilearner.com,Contract,,Production       ,MA,3
1812,Julia,Farmer,97285,1-Oct-21,PhD,18-Jun-23,13,Production Technician I,julia.farmer@bilearner.com,Contract,Involuntary,Production       ,MA,3
1813,Valentin,Lam,51949,4-Aug-20,High School,,13,Production Technician I,valentin.lam@bilearner.com,Contract,,Production       ,MA,3
1814,Darnell,Ritter,49682,11-Feb-22,Bachelor's Degree,,0,Production Technician I,darnell.ritter@bilearner.com,Full-Time,,Production       ,MA,3
1815,Kierra,Lozano,75010,22-Jun-20,Bachelor's Degree,,2,Production Technician I,kierra.lozano@bilearner.com,Contract,,Production       ,MA,3
1816,Jamari,Dunn,99801,28-Aug-20,Master's Degree,,9,Production Technician II,jamari.dunn@bilearner.com,Contract,,Production       ,MA,3
1817,Zoey,Page,62362,6-May-19,Bachelor's Degree,9-Apr-22,14,Production Technician II,zoey.page@bilearner.com,Contract,Resignation,Production       ,MA,3
1818,Kendra,Velez,35568,8-Jul-21,Master's Degree,,14,Production Technician II,kendra.velez@bilearner.com,Contract,,Production       ,MA,3
1819,Alison,Fuller,78369,2-Jul-22,Master's Degree,,8,Production Technician I,alison.fuller@bilearner.com,Full-Time,,Production       ,MA,3
1820,Toby,Cooley,91556,4-May-23,High School,,4,Production Technician I,toby.cooley@bilearner.com,Full-Time,,Production       ,MA,3
1821,Emilie,Hood,58019,19-Dec-22,Master's Degree,,18,Production Technician I,emilie.hood@bilearner.com,Full-Time,,Production       ,MA,3
1822,Cortez,Pena,90486,26-Mar-22,PhD,,15,Production Technician I,cortez.pena@bilearner.com,Contract,,Production       ,MA,3
1823,Abbigail,Blanchard,43906,9-May-21,PhD,12-Nov-22,2,Production Technician I,abbigail.blanchard@bilearner.com,Contract,Voluntary,Production       ,MA,3
1824,Abby,Curtis,95731,9-Jan-20,PhD,10-Mar-22,3,Production Technician I,abby.curtis@bilearner.com,Contract,Voluntary,Production       ,MA,3
1825,Giana,Moore,39111,16-May-21,Bachelor's Degree,14-May-23,10,Production Technician I,giana.moore@bilearner.com,Contract,Voluntary,Production       ,MA,3
1826,Giada,Santos,71260,31-Jan-21,Bachelor's Degree,3-Jun-22,18,Production Technician I,giada.santos@bilearner.com,Part-Time,Resignation,Production       ,MA,3
1827,Jessie,Church,43608,19-Sep-21,High School,14-Sep-22,1,Production Technician I,jessie.church@bilearner.com,Contract,Involuntary,Production       ,MA,3
1828,Kaylah,Ramos,95262,1-Mar-20,High School,26-Mar-22,11,Production Technician I,kaylah.ramos@bilearner.com,Part-Time,Resignation,Production       ,MA,3
1829,Camille,Fritz,47694,29-Feb-20,High School,,6,Production Technician I,camille.fritz@bilearner.com,Part-Time,,Production       ,MA,3
1830,Deangelo,Murillo,89092,8-Dec-18,High School,,2,Production Technician I,deangelo.murillo@bilearner.com,Full-Time,,Production       ,MA,3
1831,Emerson,Gallagher,76979,26-Jun-22,High School,15-Jun-23,16,Production Technician I,emerson.gallagher@bilearner.com,Part-Time,Retirement,Production       ,MA,3
1832,April,Bentley,76418,3-Nov-19,PhD,,15,Production Technician I,april.bentley@bilearner.com,Contract,,Production       ,MA,3
1833,Ainsley,Booth,50578,1-Jan-23,Master's Degree,,12,Production Technician I,ainsley.booth@bilearner.com,Part-Time,,Production       ,MA,3
1834,Dereon,Huffman,71980,31-Jul-20,PhD,5-Apr-21,17,Production Technician II,dereon.huffman@bilearner.com,Contract,Resignation,Production       ,MA,3
1835,Colin,Cherry,47774,10-Sep-21,Bachelor's Degree,19-Jul-22,4,Production Technician II,colin.cherry@bilearner.com,Part-Time,Resignation,Production       ,MA,3
1836,Karla,Hines,98700,19-Jun-19,PhD,,13,Production Technician II,karla.hines@bilearner.com,Part-Time,,Production       ,MA,3
1837,Colton,Decker,93990,16-Aug-21,High School,,2,Production Technician II,colton.decker@bilearner.com,Part-Time,,Production       ,MA,3
1838,Jayleen,Tran,55104,8-Jul-19,Master's Degree,,12,Production Technician I,jayleen.tran@bilearner.com,Part-Time,,Production       ,MA,3
1839,Aydin,Perry,94479,17-Aug-21,PhD,31-Aug-22,12,Production Technician I,aydin.perry@bilearner.com,Full-Time,Voluntary,Production       ,MA,3
1840,Jenna,Casey,78860,8-Jan-21,PhD,,1,Production Technician I,jenna.casey@bilearner.com,Full-Time,,Production       ,MA,3
1841,Remington,Bullock,57110,14-Aug-18,Bachelor's Degree,,14,Production Technician I,remington.bullock@bilearner.com,Contract,,Production       ,MA,3
1842,Delaney,Stewart,64147,30-Jul-21,Bachelor's Degree,,19,Production Technician I,delaney.stewart@bilearner.com,Part-Time,,Production       ,MA,3
1843,Saige,Jones,31112,8-Apr-23,PhD,,12,Production Technician I,saige.jones@bilearner.com,Full-Time,,Production       ,MA,3
1844,Camryn,Fritz,42270,11-Sep-19,PhD,,0,Production Technician I,camryn.fritz@bilearner.com,Part-Time,,Production       ,MA,3
1845,Amanda,Lambert,87279,5-Mar-20,Master's Degree,22-Aug-21,17,Production Technician I,amanda.lambert@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1846,Winston,Callahan,88006,2-Dec-19,PhD,,5,Production Technician I,winston.callahan@bilearner.com,Full-Time,,Production       ,MA,3
1847,Maverick,Lang,38623,3-Dec-22,Bachelor's Degree,24-Dec-22,11,Production Technician I,maverick.lang@bilearner.com,Full-Time,Resignation,Production       ,MA,3
1848,Harold,Reid,64290,23-Dec-21,Bachelor's Degree,,5,Production Technician I,harold.reid@bilearner.com,Contract,,Production       ,MA,3
1849,Cindy,York,79154,28-Jan-22,High School,,10,Production Technician I,cindy.york@bilearner.com,Part-Time,,Production       ,MA,3
1850,Breanna,Cardenas,46978,15-Dec-19,Bachelor's Degree,25-Jun-21,11,Production Technician I,breanna.cardenas@bilearner.com,Contract,Voluntary,Production       ,MA,3
1851,Tripp,Blake,71269,11-Nov-21,High School,1-Aug-22,9,Production Technician I,tripp.blake@bilearner.com,Full-Time,Retirement,Production       ,MA,3
1852,Elaine,Moon,68458,15-Feb-19,PhD,28-Jul-23,3,Production Technician I,elaine.moon@bilearner.com,Full-Time,Voluntary,Production       ,MA,3
1853,Jaime,Morrow,81096,31-Mar-22,PhD,,6,Production Technician II,jaime.morrow@bilearner.com,Contract,,Production       ,MA,3
1854,Leslie,Potts,44149,25-Oct-20,Master's Degree,18-Apr-22,15,Production Technician II,leslie.potts@bilearner.com,Contract,Involuntary,Production       ,MA,3
1855,Keith,Haas,49790,25-Jul-22,Bachelor's Degree,26-Apr-23,19,Production Technician II,keith.haas@bilearner.com,Part-Time,Retirement,Production       ,MA,3
1856,Matteo,Oneal,74710,2-Aug-21,Master's Degree,,8,Production Technician II,matteo.oneal@bilearner.com,Full-Time,,Production       ,MA,3
1857,Erik,Graham,93326,13-Nov-21,PhD,17-Mar-23,14,Production Technician II,erik.graham@bilearner.com,Contract,Involuntary,Production       ,MA,3
1858,Lailah,Haney,50825,7-May-19,Master's Degree,27-Nov-19,4,Production Technician I,lailah.haney@bilearner.com,Contract,Resignation,Production       ,MA,3
1859,Mohamed,Gay,73560,31-Dec-20,PhD,4-Mar-21,17,Production Technician I,mohamed.gay@bilearner.com,Contract,Voluntary,Production       ,MA,3
1860,Frankie,Banks,48566,10-Dec-19,PhD,7-Mar-20,8,Production Technician I,frankie.banks@bilearner.com,Part-Time,Involuntary,Production       ,MA,3
1861,Lorelei,Glass,30313,11-Jun-20,High School,,3,Production Technician I,lorelei.glass@bilearner.com,Contract,,Production       ,MA,3
1862,Marie,Moyer,67961,30-Aug-21,Master's Degree,,8,Production Technician I,marie.moyer@bilearner.com,Full-Time,,Production       ,MA,3
1863,Amari,Bowen,94365,4-Nov-19,Master's Degree,29-Dec-21,11,Production Technician I,amari.bowen@bilearner.com,Part-Time,Involuntary,Production       ,MA,3
1864,Prince,Dickerson,85589,3-Jun-23,Bachelor's Degree,18-Jul-23,5,Production Technician I,prince.dickerson@bilearner.com,Full-Time,Resignation,Production       ,MA,3
1865,Lane,Church,74502,14-Feb-21,High School,,16,Production Technician I,lane.church@bilearner.com,Part-Time,,Production       ,MA,3
1866,Cassie,Nolan,59504,28-Feb-23,Bachelor's Degree,,17,Production Technician I,cassie.nolan@bilearner.com,Contract,,Production       ,MA,3
1867,Mauricio,Buchanan,67154,9-Jan-21,Master's Degree,17-Aug-21,15,Production Technician I,mauricio.buchanan@bilearner.com,Full-Time,Involuntary,Production       ,MA,3
1868,Briana,Wang,72372,22-Mar-22,Bachelor's Degree,15-May-23,9,Production Technician I,briana.wang@bilearner.com,Part-Time,Resignation,Production       ,MA,3
1869,Salma,Blackwell,90060,11-Nov-19,Bachelor's Degree,,14,Production Technician I,salma.blackwell@bilearner.com,Part-Time,,Production       ,MA,3
1870,Shelby,Frazier,97667,4-Oct-22,PhD,,14,Production Technician I,shelby.frazier@bilearner.com,Contract,,Production       ,MA,3
1871,Lindsay,Becker,32194,23-Aug-21,Master's Degree,,13,Production Technician I,lindsay.becker@bilearner.com,Contract,,Production       ,MA,3
1872,Reyna,Good,41031,5-Dec-22,High School,18-Jun-23,6,Production Technician I,reyna.good@bilearner.com,Full-Time,Retirement,Production       ,MA,3
1873,Nathalie,Rivera,82287,20-Jul-19,Master's Degree,28-Aug-19,16,Production Technician II,nathalie.rivera@bilearner.com,Contract,Involuntary,Production       ,MA,3
1874,Saniyah,Schroeder,37877,5-Nov-21,Master's Degree,,1,Production Technician II,saniyah.schroeder@bilearner.com,Full-Time,,Production       ,MA,3
1875,Taylor,Mann,97030,4-Jan-21,PhD,4-Mar-23,11,Production Technician II,taylor.mann@bilearner.com,Full-Time,Involuntary,Production       ,MA,3
1876,Rylee,Stevenson,66596,14-Oct-22,Master's Degree,2-Mar-23,11,Production Technician II,rylee.stevenson@bilearner.com,Full-Time,Resignation,Production       ,MA,3
1877,Waylon,Pennington,94536,30-Oct-21,PhD,,0,Production Technician II,waylon.pennington@bilearner.com,Part-Time,,Production       ,MA,3
1878,Kobe,Crosby,61723,2-Oct-22,Master's Degree,28-Jun-23,18,Production Technician I,kobe.crosby@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1879,Carmen,Davidson,62644,25-Nov-18,Bachelor's Degree,14-Jun-20,14,Production Technician I,carmen.davidson@bilearner.com,Part-Time,Involuntary,Production       ,MA,3
1880,Sidney,Moran,54987,9-Jul-21,Master's Degree,28-Jan-23,5,Production Technician I,sidney.moran@bilearner.com,Full-Time,Voluntary,Production       ,MA,3
1881,Alena,Bonilla,88998,1-May-19,Bachelor's Degree,,17,Production Technician I,alena.bonilla@bilearner.com,Full-Time,,Production       ,MA,3
1882,Baron,Luna,43434,9-Nov-21,PhD,13-Jan-23,17,Production Technician I,baron.luna@bilearner.com,Full-Time,Retirement,Production       ,MA,3
1883,Giselle,Butler,58572,27-Aug-18,PhD,23-Mar-19,4,Production Technician I,giselle.butler@bilearner.com,Full-Time,Voluntary,Production       ,MA,3
1884,Sophie,Horne,75922,16-Mar-19,PhD,,4,Production Technician I,sophie.horne@bilearner.com,Part-Time,,Production       ,MA,3
1885,Jabari,Guerrero,43460,7-Jan-22,High School,,9,Production Technician I,jabari.guerrero@bilearner.com,Contract,,Production       ,MA,3
1886,Ahmed,Montgomery,32010,4-Oct-22,Bachelor's Degree,5-Mar-23,16,Production Technician I,ahmed.montgomery@bilearner.com,Contract,Involuntary,Production       ,MA,3
1887,Esther,Spears,96035,23-Mar-22,Bachelor's Degree,,11,Production Technician I,esther.spears@bilearner.com,Full-Time,,Production       ,MA,3
1888,Darian,Wall,96659,5-May-20,PhD,25-Jul-23,4,Production Technician I,darian.wall@bilearner.com,Full-Time,Voluntary,Production       ,MA,3
1889,Kaleb,Cole,64790,23-Nov-20,PhD,,20,Production Technician I,kaleb.cole@bilearner.com,Contract,,Production       ,MA,3
1890,Anthony,Terrell,61370,28-Mar-22,Master's Degree,,6,Production Technician I,anthony.terrell@bilearner.com,Contract,,Production       ,MA,3
1891,William,Douglas,97811,25-Mar-20,PhD,,14,Production Technician I,william.douglas@bilearner.com,Full-Time,,Production       ,MA,3
1892,Saniya,Buck,37348,7-Aug-18,Bachelor's Degree,,19,Production Technician II,saniya.buck@bilearner.com,Contract,,Production       ,MA,3
1893,Kristopher,Owen,41279,11-Feb-20,Master's Degree,,6,Production Technician II,kristopher.owen@bilearner.com,Contract,,Production       ,MA,3
1894,Hadley,Tapia,72895,1-Jan-23,Master's Degree,,0,Production Technician II,hadley.tapia@bilearner.com,Full-Time,,Production       ,MA,3
1895,Lillie,Bush,30884,7-Dec-22,PhD,,14,Production Technician II,lillie.bush@bilearner.com,Part-Time,,Production       ,MA,3
1896,Lamont,Cook,79865,13-Mar-23,Master's Degree,,3,Production Technician II,lamont.cook@bilearner.com,Full-Time,,Production       ,MA,3
1897,Danna,Rollins,80659,14-Nov-21,PhD,,6,Production Technician II,danna.rollins@bilearner.com,Full-Time,,Production       ,MA,3
1898,Shaun,Velazquez,74131,5-Jun-19,Master's Degree,20-Oct-20,8,Production Technician I,shaun.velazquez@bilearner.com,Full-Time,Voluntary,Production       ,MA,3
1899,Kolton,Duarte,50985,12-Dec-20,PhD,28-May-23,1,Production Technician I,kolton.duarte@bilearner.com,Contract,Retirement,Production       ,MA,3
1900,Jonas,Braun,57462,6-Apr-20,PhD,,0,Production Technician I,jonas.braun@bilearner.com,Full-Time,,Production       ,MA,3
1901,Meadow,Howe,61170,30-Jan-23,Master's Degree,,9,Production Technician I,meadow.howe@bilearner.com,Full-Time,,Production       ,MA,3
1902,Sarahi,Raymond,44348,8-Sep-20,PhD,19-Sep-22,7,Production Technician I,sarahi.raymond@bilearner.com,Full-Time,Retirement,Production       ,MA,3
1903,Taylor,Wiggins,54831,14-Dec-20,High School,7-Dec-21,7,Production Technician I,taylor.wiggins@bilearner.com,Part-Time,Resignation,Production       ,MA,3
1904,Ezra,Zhang,54013,7-Nov-22,Master's Degree,,20,Production Technician I,ezra.zhang@bilearner.com,Contract,,Production       ,MA,3
1905,Sonia,Chung,45585,6-Apr-22,Bachelor's Degree,,11,Production Technician I,sonia.chung@bilearner.com,Part-Time,,Production       ,MA,3
1906,Bryce,Mills,98616,22-Feb-21,High School,,16,Production Technician I,bryce.mills@bilearner.com,Part-Time,,Production       ,MA,3
1907,Wade,Wiggins,56483,16-May-22,High School,,17,Production Technician I,wade.wiggins@bilearner.com,Full-Time,,Production       ,MA,3
1908,Selina,Gonzalez,61150,18-Jan-20,Master's Degree,,19,Production Technician I,selina.gonzalez@bilearner.com,Contract,,Production       ,MA,3
1909,Tyree,Parsons,42465,21-Oct-21,High School,,4,Production Technician I,tyree.parsons@bilearner.com,Full-Time,,Production       ,MA,3
1910,Adrian,Murray,76669,5-Jan-19,PhD,,5,Production Technician I,adrian.murray@bilearner.com,Full-Time,,Production       ,MA,3
1911,Kael,Fisher,90496,24-Jan-21,High School,27-Jan-22,14,Production Technician I,kael.fisher@bilearner.com,Part-Time,Resignation,Production       ,MA,3
1912,Erica,French,37538,6-Mar-20,High School,6-Mar-21,4,Production Technician II,erica.french@bilearner.com,Part-Time,Retirement,Production       ,MA,3
1913,Damaris,Oneal,31519,19-Nov-22,High School,15-Feb-23,0,Production Technician II,damaris.oneal@bilearner.com,Full-Time,Involuntary,Production       ,MA,3
1914,Rebecca,Craig,59098,15-Mar-19,PhD,2-Oct-19,6,Production Technician II,rebecca.craig@bilearner.com,Part-Time,Resignation,Production       ,MA,3
1915,Carley,Waters,99565,11-May-23,Bachelor's Degree,5-Jul-23,7,Production Technician II,carley.waters@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1916,Kadyn,Harrison,86756,5-Feb-22,Master's Degree,7-Feb-23,7,Production Technician II,kadyn.harrison@bilearner.com,Full-Time,Involuntary,Production       ,MA,3
1917,Megan,Huang,48012,29-May-19,Master's Degree,,17,Production Technician I,megan.huang@bilearner.com,Contract,,Production       ,MA,3
1918,Callum,Blair,55080,9-Jan-23,Bachelor's Degree,14-Mar-23,17,Production Technician I,callum.blair@bilearner.com,Contract,Involuntary,Production       ,MA,3
1919,Emilie,Donaldson,92582,1-May-22,Bachelor's Degree,21-Nov-22,7,Production Technician I,emilie.donaldson@bilearner.com,Contract,Involuntary,Production       ,MA,3
1920,Darius,Duke,64794,26-Jan-21,PhD,6-Aug-21,2,Production Technician I,darius.duke@bilearner.com,Full-Time,Retirement,Production       ,MA,3
1921,Kenya,Decker,77759,6-Sep-21,Master's Degree,2-Jul-23,9,Production Technician I,kenya.decker@bilearner.com,Contract,Voluntary,Production       ,MA,3
1922,Tyrese,Sloan,43033,29-Jul-20,PhD,,2,Production Technician I,tyrese.sloan@bilearner.com,Full-Time,,Production       ,MA,3
1923,Giana,Roach,71465,31-Mar-23,PhD,30-Apr-23,3,Production Technician I,giana.roach@bilearner.com,Full-Time,Involuntary,Production       ,MA,3
1924,Teagan,Swanson,31756,16-May-23,Master's Degree,29-May-23,3,Production Technician I,teagan.swanson@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1925,Jerome,Fischer,38396,29-Apr-23,PhD,7-Jul-23,5,Production Technician I,jerome.fischer@bilearner.com,Contract,Voluntary,Production       ,MA,3
1926,Grayson,Preston,78552,27-Nov-19,Master's Degree,,9,Production Technician I,grayson.preston@bilearner.com,Contract,,Production       ,MA,3
1927,Turner,Bradley,86416,3-Nov-22,Master's Degree,2-Apr-23,6,Production Technician I,turner.bradley@bilearner.com,Full-Time,Involuntary,Production       ,MA,3
1928,Elvis,Daniels,75072,8-Aug-22,PhD,,16,Production Technician I,elvis.daniels@bilearner.com,Full-Time,,Production       ,MA,3
1929,Rose,Travis,80588,27-Jul-23,Master's Degree,,16,Production Technician I,rose.travis@bilearner.com,Contract,,Production       ,MA,3
1930,Frank,Williams,95221,15-Jul-23,PhD,,20,Production Technician I,frank.williams@bilearner.com,Full-Time,,Production       ,MA,3
1931,Yurem,Donovan,74833,9-Nov-22,Master's Degree,,3,Production Technician I,yurem.donovan@bilearner.com,Full-Time,,Production       ,MA,3
1932,John,Smith,87886,24-Dec-19,High School,12-Jun-22,18,Sales Manager,john.smith@bilearner.com,Full-Time,Voluntary,Sales,MA,3
1933,Lynn,Daneault,44667,8-Mar-19,High School,,9,Sales Manager,lynn.daneault@bilearner.com,Contract,,Sales,VT,3
1934,Donysha,Kampew,44793,25-Jun-19,Master's Degree,4-Oct-20,12,Sales Manager,donysha.kampew@bilearner.com,Contract,Voluntary,Sales,PA,3
1935,Jordin,Lozano,97648,3-Jan-19,Bachelor's Degree,,7,Production Technician II,jordin.lozano@bilearner.com,Part-Time,,Sales,MA,3
1936,Ronald,Gross,69301,2-Feb-23,High School,,6,Production Technician II,ronald.gross@bilearner.com,Full-Time,,Sales,PA,3
1937,Maryjane,Choi,35901,30-Mar-22,High School,30-Jan-23,7,Production Technician II,maryjane.choi@bilearner.com,Full-Time,Involuntary,Sales,PA,3
1938,Madalynn,Yates,85421,23-Mar-20,Master's Degree,,17,Production Technician II,madalynn.yates@bilearner.com,Part-Time,,Sales,MA,3
1939,Angelina,Peck,75654,6-Jun-19,High School,,12,Production Technician II,angelina.peck@bilearner.com,Contract,,Sales,PA,3
1940,Dario,Shaw,94252,28-May-23,Bachelor's Degree,,10,Production Technician II,dario.shaw@bilearner.com,Contract,,Sales,MA,3
1941,Deven,Frazier,61330,3-Feb-21,Master's Degree,,1,Production Technician II,deven.frazier@bilearner.com,Contract,,Sales,PA,3
1942,Jett,Kent,86962,30-Jul-19,High School,9-Nov-22,14,Production Technician II,jett.kent@bilearner.com,Part-Time,Retirement,Sales,MA,3
1943,Zander,Aguilar,76363,8-May-22,High School,17-Nov-22,7,Production Technician II,zander.aguilar@bilearner.com,Contract,Retirement,Sales,PA,3
1944,Alessandro,Chavez,38558,12-May-20,Master's Degree,,11,Production Technician II,alessandro.chavez@bilearner.com,Part-Time,,Sales,PA,3
1945,Jaxson,Brady,50895,28-Mar-19,Bachelor's Degree,10-Dec-22,8,Sales Manager,jaxson.brady@bilearner.com,Full-Time,Resignation,Sales,MA,3
1946,Giovanni,Whitaker,83603,22-Jul-19,Bachelor's Degree,,15,Production Technician II,giovanni.whitaker@bilearner.com,Full-Time,,Sales,PA,3
1947,Karen,Goodman,92349,17-Sep-20,Bachelor's Degree,,14,Sales Manager,karen.goodman@bilearner.com,Part-Time,,Sales,PA,3
1948,Skyla,Lambert,69176,2-Jul-22,PhD,9-Aug-22,19,Production Technician II,skyla.lambert@bilearner.com,Part-Time,Retirement,Sales,PA,3
1949,Ashlynn,Duffy,52833,30-Nov-19,Master's Degree,,1,Sales Manager,ashlynn.duffy@bilearner.com,Contract,,Sales,PA,3
1950,Lilliana,Walker,30600,21-Jul-23,Bachelor's Degree,21-Jul-23,5,Production Technician II,lilliana.walker@bilearner.com,Contract,Involuntary,Production       ,PA,3
1951,Lindsay,Copeland,66849,26-Aug-20,High School,30-May-21,3,Sales Manager,lindsay.copeland@bilearner.com,Full-Time,Voluntary,Sales,MA,3
1952,Kristin,Mccarty,88016,16-May-20,Bachelor's Degree,,6,Sales Manager,kristin.mccarty@bilearner.com,Full-Time,,Sales,PA,3
1953,Barbara,Sutwell,44666,6-Apr-23,Master's Degree,24-May-23,19,Production Technician I,barbara.sutwell@bilearner.com,Full-Time,Retirement,Production       ,MA,3
1954,Lenora,Tejeda,35783,18-Feb-19,Master's Degree,31-Oct-22,2,Production Technician II,lenora.tejeda@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1955,Ludwick,Harrell,52862,10-Oct-20,High School,,5,Production Technician I,ludwick.harrell@bilearner.com,Full-Time,,Production       ,MA,3
1956,Courtney,Beatrice,34736,15-May-21,High School,,7,Production Technician I,courtney.beatrice@bilearner.com,Part-Time,,Production       ,MA,3
1957,Melisa,Gerke,58683,13-May-19,PhD,30-May-22,11,Production Technician I,melisa.gerke@bilearner.com,Part-Time,Retirement,Production       ,MA,3
1958,Lin,Chan,97550,4-Jul-19,Bachelor's Degree,,3,Production Technician I,lin.chan@bilearner.com,Contract,,Production       ,MA,3
1959,Kamrin,Sander,44370,1-Apr-22,High School,28-Apr-22,11,Production Technician I,kamrin.sander@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1960,Thomas,Rhoads,76824,3-Nov-18,PhD,,6,Production Technician I,thomas.rhoads@bilearner.com,Full-Time,,Production       ,MA,3
1961,Nina,Panjwani,71446,11-Oct-18,Master's Degree,4-May-22,11,Production Technician I,nina.panjwani@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1962,Megan,Faller,75000,25-Jun-23,Master's Degree,25-Jul-23,8,Production Technician II,megan.faller@bilearner.com,Contract,Involuntary,Production       ,MA,3
1963,Judy,Jung,57589,14-Sep-20,High School,31-Aug-21,9,Production Technician I,judy.jung@bilearner.com,Contract,Resignation,Production       ,MA,3
1964,April,Evensen,38678,20-Dec-22,Master's Degree,11-Mar-23,12,Production Technician I,april.evensen@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1965,Julissa,Hunts,55173,23-Feb-22,High School,,9,Production Technician II,julissa.hunts@bilearner.com,Full-Time,,Production       ,MA,3
1966,Kristie,Nowlan,55438,31-May-19,Master's Degree,,17,Production Technician II,kristie.nowlan@bilearner.com,Full-Time,,Production       ,MA,3
1967,Dawn,Motlagh,97588,29-Jan-19,Bachelor's Degree,,1,Production Technician I,dawn.motlagh@bilearner.com,Part-Time,,Production       ,MA,3
1968,Theresa,Wallace,36558,1-Sep-19,High School,,8,Production Technician I,theresa.wallace@bilearner.com,Full-Time,,Production       ,MA,3
1969,Allison,Lydon,35025,17-Jan-21,PhD,8-Jun-21,10,Production Technician I,allison.lydon@bilearner.com,Full-Time,Retirement,Production       ,MA,3
1970,Trina,Alagbe,44796,21-Apr-22,Master's Degree,21-Apr-22,9,Production Technician I,trina.alagbe@bilearner.com,Part-Time,Retirement,Production       ,MA,3
1971,Betsy,Bondwell,78244,15-Sep-18,PhD,14-Jul-23,0,Production Technician II,betsy.bondwell@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1972,Joe,Smith,93253,4-Dec-21,Master's Degree,7-Jan-22,20,Production Technician II,joe.smith@bilearner.com,Contract,Involuntary,Production       ,MA,3
1973,Lisa,Lunquist,92168,14-Nov-19,Bachelor's Degree,,6,Production Technician II,lisa.lunquist@bilearner.com,Full-Time,,Production       ,MA,3
1974,Jene'ya,Darson,92181,14-Apr-21,PhD,,9,Production Technician I,jene'ya.darson@bilearner.com,Part-Time,,Production       ,MA,3
1975,Hunter,Cannon,60903,14-Apr-19,Bachelor's Degree,,17,Production Technician I,hunter.cannon@bilearner.com,Contract,,Production       ,MA,3
1976,Jon,Lynn,31076,9-Jan-21,Bachelor's Degree,,4,Production Technician I,jon.lynn@bilearner.com,Full-Time,,Production       ,MA,3
1977,Paxton,Clarke,77745,26-Dec-22,PhD,4-Jul-23,17,Production Technician I,paxton.clarke@bilearner.com,Contract,Voluntary,Production       ,MA,3
1978,Lillian,Hines,82221,5-Oct-21,Master's Degree,2-Jul-23,17,Production Technician I,lillian.hines@bilearner.com,Full-Time,Voluntary,Production       ,MA,3
1979,Liam,Snow,47896,25-Sep-22,High School,27-Mar-23,4,Production Technician I,liam.snow@bilearner.com,Part-Time,Voluntary,Production       ,MA,3
1980,Arianna,Horton,96806,10-Nov-21,High School,,2,Production Technician I,arianna.horton@bilearner.com,Part-Time,,Production       ,MA,3
1981,Ayanna,Short,83368,8-Apr-21,Bachelor's Degree,16-Jul-23,6,Production Technician I,ayanna.short@bilearner.com,Contract,Involuntary,Production       ,MA,3
1982,Steve,Charles,98950,14-Nov-18,Bachelor's Degree,,4,Production Technician I,steve.charles@bilearner.com,Full-Time,,Production       ,MA,3
1983,Ricardo,Bruce,97343,14-Mar-20,Bachelor's Degree,22-Oct-22,0,Production Technician I,ricardo.bruce@bilearner.com,Part-Time,Resignation,Production       ,MA,3
1984,Laura,Gutierrez,67470,24-Jun-20,High School,,13,Production Technician I,laura.gutierrez@bilearner.com,Full-Time,,Production       ,MA,3
1985,Braxton,Rojas,40801,19-Mar-23,Bachelor's Degree,4-Apr-23,5,Production Technician I,braxton.rojas@bilearner.com,Contract,Resignation,Production       ,MA,3
